id,review,sentiScore_pos,sentiScore_neg,rating,past,sentiScore,title,dataSource,length_words,stopwords_removal,stemmed
3090,"Aside from the occasional glitch, pretty good Awesome graphics, nice sound, just don't expect AC3 or 4 scale naval warfare. The battles are not what I'd call real time, more a cross between real and turn based. Randomly sailing about is also quite pointless due to being able to fast travel almost anywhere. The main missions and races are fun however as they are much less repetitive than battling. There have been a few bugs but the developer seems to be squashing them quite often.",3,-3,4,3,-3,,PlayStore_Random,96,"aside from occasional glitch, pretty good awesome graphics, nice sound, just dont expect ac3 or 4 scale naval warfare battles not what id call real time, more cross between real turn based randomly sailing about also quite pointless due to being able to fast travel almost anywhere main missions races fun however as much less repetitive than battling there have been few bugs but developer seems to be squashing quite often","asid from the occa glitch, pretty good awesom graphics, nic sound, just dont expect ac3 or 4 scal nav warfare the battl ar not what id cal real time, mor a cross between real and turn based random sail about is also quit pointless due to being abl to fast travel almost anywhere the main miss and rac ar fun howev as they ar much less repetit than battling ther hav been a few bug but the develop seem to be squash them quit often"
3091,Great app Found my Canon MX880 printer.   Worth the money as none of the other free applications worked to my liking.,3,-1,4,2,3,,PlayStore_Random,23,great app found canon mx880 printer worth money as none of other free applications worked to liking,gre ap found my canon mx880 printer wor the money as non of the oth fre apply work to my liking
3092,I  like using this application for my embroidery business. Enjoy using this application for my business.,3,-1,4,0,3,,PlayStore_Random,18,like using this application for embroidery business enjoy using this application for business,i lik us thi apply for my embroidery business enjoy us thi apply for my business
3093,Funny Funny and exciting app. You can can have new way of expressing yourself and you can make fun with others photos..,3,-1,4,0,3,,PlayStore_Random,23,funny funny exciting app can can have new way of expressing can make fun with others photos,funny funny and excit app you can can hav new way of express yourself and you can mak fun with oth photos
3094,Works I needed a app that allowed me to print to my house using my wifi. This app worked perfectly and easy to setup. Make sure you share your printer if using a home network and an install all the drivers for that printer. If not may have issues.,2,-1,5,3,2,,PlayStore_Random,53,works needed app that allowed to print to house using wifi this app worked perfectly easy to setup make sure share printer if using home network install all drivers for that printer if not may have issues,work i nee a ap that allow me to print to my hou us my wifi thi ap work perfect and easy to setup mak sur you shar yo print if us a hom network and an inst al the driv for that printer if not may hav issues
3095,The best! I really like the features especially the stickers ?,3,-1,5,0,3,,PlayStore_Random,12,best! really like features especially stickers ?,the best! i real lik the feat espec the stick ?
3096,Awesome PDF performance Latest update has improved PDF viewing performance by a significant amount. No more waiting for the content to appear while swiping through pages.,3,-1,5,1,3,,PlayStore_Random,28,awesome pdf performance latest update has improved pdf viewing performance by significant amount no more waiting for content to appear while swiping through pages,awesom pdf perform latest upd has improv pdf view perform by a sign amount no mor wait for the cont to appear whil swip through pages
3097,"Love it! I really love this game, game play is amazing and for this being a mobile based game the graphics are stunning.",4,-1,5,1,4,,PlayStore_Random,26,"love it! really love this game, game play amazing for this being mobile based game graphics stunning","lov it! i real lov thi game, gam play is amaz and for thi being a mobl bas gam the graph ar stunning"
3098,Beautiful Keep it up.. this far is the most usable app editor.. it makes my photos more beautiful and alive..,3,-1,5,0,3,,PlayStore_Random,20,beautiful keep up this far most usable app editor makes photos more beautiful alive,beauty keep it up thi far is the most us ap editor it mak my photo mor beauty and alive
3099,Just the link needed Perfect solution for my Android / Linux environment. Works well with Tasker.,2,-1,5,1,2,,PlayStore_Random,18,just link needed perfect solution for android  linux environment works well with tasker,just the link nee perfect solv for my android  linux environment work wel with tasker
3100,"Excellent From the developers of the best file manager for android. Works like a charm on my S4, Droid Razr and Note II.",2,-1,5,1,2,,PlayStore_Random,26,"excellent from developers of best file manager for android works like charm s4, droid razr note ii","excel from the develop of the best fil man for android work lik a charm on my s4, droid razr and not ii"
3101,Easy to find songs and purchase in iTunes.,1,-1,5,0,-1,Works great,AppStore_Random,9,easy to find songs purchase itunes,easy to find song and purcha in itunes
3102,"Having fun. I never had much interest in astronomy, but this app has changed everything.",2,-1,5,3,2,Awesome app,AppStore_Random,18,"having fun never had much interest astronomy, but this app has changed everything","hav fun i nev had much interest in astronomy, but thi ap has chang everything"
3103,Lots of fun to use... We live in a unpopulated area and it's neat to pick out which stars are what. The app works very well!,3,-1,5,1,3,Great app!,AppStore_Random,30,lots of fun to use live unpopulated area its neat to pick which stars what app works very well!,lot of fun to use we liv in a unpop ar and its neat to pick out which star ar what the ap work very well!
3104,I use this app almost every weekend while exploring back roads and trails by motorcycle. Functionality is excellent while on the road as well as using the data to review later using Google Earth. ,2,-1,5,2,2,"Great app, super useful",AppStore_Random,91,use this app almost every weekend while exploring back roads trails by motorcycle functionality excellent while road as well as using data to review later using google earth ive tried all gps tracking apps this one go back to every time strongly recommend reading users guide watching videos 10 minutes spent learning app will really pay off how much use function get of app,i us thi ap almost every weekend whil expl back road and trail by motorcycle funct is excel whil on the road as wel as us the dat to review lat us googl earth ive tri al the gps track ap and thi is the on i go back to every time i strongly recommend read the us guid and watch the videos 10 minut spent learn the ap wil real pay off in how much us and funct you get out of the app
,,,,,,,,,,,
,I've tried all the GPS tracking apps and this is the one I go back to every time. ,,,,,,,,,,
,,,,,,,,,,,
,I strongly recommend reading the users guide and watching the videos. 10 minutes spent learning the app will really pay off in how much use and function you get out of the app.,,,,,,,,,,
3105,"I cannot believe how amazing the new changes are. If you mountain bike, hike, camp, or travel this is a must need app! It now tracks altitude, pace, speed, and about every other stat you need in any unit of measure. By far this is the best app I have!",3,-1,5,0,3,Wow what a great update!!,AppStore_Random,61,"cannot believe how amazing new changes are if mountain bike, hike, camp, or travel this must need app! now tracks altitude, pace, speed, about every other stat need any unit of measure by far this best app have!","i cannot believ how amaz the new chang are if you mountain bike, hike, camp, or travel thi is a must nee app! it now track altitude, pace, speed, and about every oth stat you nee in any unit of measure by far thi is the best ap i have!"
3106,"This is, hands down, the most useful app. I had the lite version but decided it was worth the money to upgrade. It makes it so much easier than the guess and check on the calendar. I love it!!",3,-1,5,3,3,Love love love!!!!,AppStore_Random,46,"this is, hands down, most useful app had lite version but decided was worth money to upgrade makes so much easier than guess check calendar love it!!","thi is, hand down, the most us app i had the lit vert but decid it was wor the money to upgrade it mak it so much easy than the guess and check on the calendar i lov it!!"
3107,Love it's multifunctionality. Able to do multiple business and year prior expenses etc!,3,-1,4,0,3,Great app,AppStore_Random,16,love its multifunctionality able to do multiple business year prior expenses etc!,lov its multifunctionality abl to do multipl busy and year pri exp etc!
3108,"This ap is great, really puts your collection at your fingertips! I really like how easy it is to manage your wine collection, buying, drinking or storage notes. Love it!",3,-1,4,0,3,Consumer,AppStore_Random,36,"this ap great, really puts collection at fingertips! really like how easy to manage wine collection, buying, drinking or storage notes love it!","thi ap is great, real put yo collect at yo fingertips! i real lik how easy it is to man yo win collection, buying, drink or stor notes lov it!"
3109,"This app is beast! The best thing is, is that it doesn't need Internet! Because I have an iPod touch so I don't have Internet on it in public. I recomend  this app!",2,-1,5,2,2,Amazing,AppStore_Random,40,"this app beast! best thing is, that doesnt need internet! because have ipod touch so dont have internet public recomend this app!","thi ap is beast! the best thing is, is that it doesnt nee internet! beca i hav an ipod touch so i dont hav internet on it in public i recomend thi app!"
3110,This is a great little app especially for those with hectic schedules it keeps you in like for visual people like me.,3,-2,4,0,3,I like,AppStore_Random,23,this great little app especially for those with hectic schedules keeps like for visual people like me,thi is a gre littl ap espec for tho with hect schedules it keep you in lik for vis peopl lik me
3111,"Live sky does not work on my touch. Also, doesn't find my correct locAtion. So close to being like the Droid app...but off by a parsec.",2,-1,3,0,2,Support my touch!,AppStore_Random,33,"live sky does not work touch also, doesnt find correct location so close to being like droid appbut off by parsec","liv sky doe not work on my touch also, doesnt find my correct location so clo to being lik the droid appbut off by a parsec"
3112,"I keep tabs on my brother's flight info,  as he travels for work quite a bit. I'm a worrier by nature, so it's wonderful to be able to see the progress of his flights. I've always been able to pull them up easily & they've always been accurate. Great job!",3,-4,5,2,-4,One of my few must-have apps!!,AppStore_Random,61,"keep tabs brothers flight info, as travels for work quite bit im worrier by nature, so its wonderful to be able to see progress of flights ive always been able to pull easily & theyve always been accurate great job!","i keep tab on my brothers flight info, as he travel for work quit a bit im a worry by nature, so its wond to be abl to see the progress of his flights ive alway been abl to pul them up easy & theyve alway been accurate gre job!"
3113,It's a pure joy already having a pic when your friends call and sometimes contacts info from your FB friends that you haven't taken the time out to acquire. Fabulous!,3,-1,5,1,3,Pure joy,AppStore_Random,34,its pure joy already having pic when friends call sometimes contacts info from fb friends that havent taken time to acquire fabulous!,its a pur joy already hav a pic when yo friend cal and sometim contact info from yo fb friend that you havent tak the tim out to acquire fabulous!
3114,At first I didn't have the challenges on and literally got board in about 10min. But when I turn the challenges on I was all over it like a hawk of a dead animal. So to get to the point BETER THAN MODERN COMBAT 3!!!!!!,2,-1,5,3,2,Boss,AppStore_Random,54,at first didnt have challenges literally got board about 10min but when turn challenges was all over like hawk of dead animal so to get to point beter than modern combat 3!!!!!!,at first i didnt hav the challeng on and lit got board in about 10min but when i turn the challeng on i was al ov it lik a hawk of a dead animal so to get to the point bet than modern comb 3!!!!!!
3115,Great app to have for tracking flights! I own a limousine company & all my drivers use it to track their clients flights.,3,-1,5,0,3,Love this App,AppStore_Random,25,great app to have for tracking flights! own limousine company & all drivers use to track clients flights,gre ap to hav for track flights! i own a limousin company & al my driv us it to track their cli flights
3116,Easy to use and very accurate. A must for any traveler!,1,-1,5,0,-1,Great!,AppStore_Random,13,easy to use very accurate must for any traveler!,easy to us and very accurate a must for any traveler!
3117,I just finished up a weekend of playing and it was the first time I have used this product. I was more than impressed with it! The setlist option was my favorite part. We played several different times throughout the weekend and being able to program the songs into setlist form made it super easy to transition between songs. I highly recommend this product and can't wait to use it again!,3,-1,5,8,3,Amazing!,AppStore_Random,77,just finished weekend of playing was first time have used this product was more than impressed with it! setlist option was favorite part played several different times throughout weekend being able to program songs into setlist form made super easy to transition between songs highly recommend this product cant wait to use again!,i just fin up a weekend of play and it was the first tim i hav us thi product i was mor than impress with it! the setl opt was my favorit part we play sev diff tim throughout the weekend and being abl to program the song into setl form mad it sup easy to transit between songs i high recommend thi produc and cant wait to us it again!
3118,Great for daily readings. I love it.,3,-1,5,0,3,IMissal,AppStore_Random,9,great for daily readings love it,gre for dai readings i lov it
3119,This is an excellent app to use in the daily devotional reading of the mass readings.  Well done!,3,-1,5,1,3,Excellent app!,AppStore_Random,20,this excellent app to use daily devotional reading of mass readings well done!,thi is an excel ap to us in the dai devot read of the mass readings wel done!
3120,What a bargain for all the benefits I receive daily from this app!!  The audio is especially good to have.  Reading (or listening) to the daily Mass readings has been a great help to me.  I also like having the prayers for the start and end my day.  I consider this to be a must-have app for all busy Catholics.,3,-1,5,1,3,A Wonderful Spiritual Aid,AppStore_Random,68,what bargain for all benefits receive daily from this app!! audio especially good to have reading (or listening) to daily mass readings has been great help to me also like having prayers for start end day consider this to be must-have app for all busy catholics,what a bargain for al the benefit i receiv dai from thi app!! the audio is espec good to have read (or listening) to the dai mass read has been a gre help to me i also lik hav the pray for the start and end my day i consid thi to be a must-have ap for al busy catholics
3121,Fantastic app ! Makes reading forums so much easier that now I find myself doing it more. Great!!,4,-1,5,0,4,Simple & Easy,AppStore_Random,21,fantastic app ! makes reading forums so much easier that now find doing more great!!,fantast ap ! mak read for so much easy that now i find myself doing it more great!!
3122,"I think this app works better than using my desktop to use forums. Fast, eat to read, searches well. Wish it had Miniusa and Bike forums... Great for Tacoma World.",3,-1,4,1,3,"Love It, More Forums Please!",AppStore_Random,36,"think this app works better than using desktop to use forums fast, eat to read, searches well wish had miniusa bike forums great for tacoma world","i think thi ap work bet than us my desktop to us forums fast, eat to read, search well wish it had mini and bik forums gre for tacom world"
3123,"If you use forums a lot, you'll love this app!",3,-1,5,0,3,Great App!,AppStore_Random,13,"if use forums lot, youll love this app!","if you us for a lot, youll lov thi app!"
3124,Sweet app. Thank you! I love it!!,3,-1,5,0,3,Awesome!!,AppStore_Random,11,sweet app thank you! love it!!,sweet app thank you! i lov it!!
3125,Awesome!!!,4,-1,4,0,4,His royal highness 1V,AppStore_Random,4,awesome!!!,awesome!!!
3126,Need more for finding rental HOUSES. But great other than that!,3,-1,5,0,3,Awesome!,AppStore_Random,13,need more for finding rental houses but great other than that!,nee mor for find rent houses but gre oth than that!
3127,I have sold and bought many things using Craigslist.,1,-1,5,2,-1,Awesome selling and buying tool !,AppStore_Random,10,have sold bought many things using craigslist,i hav sold and bought many thing us craigslist
3128,"This app is just like the website, except you have to pick an area instead of having them laid out for you. I love this app and use it every day!",3,-1,5,1,3,Love it!!,AppStore_Random,34,"this app just like website, except have to pick area instead of having laid for you love this app use every day!","thi ap is just lik the website, exceiv you hav to pick an ar instead of hav them laid out for you i lov thi ap and us it every day!"
3129,Easy to find what you want and narrow the search.  The photo gallery feature is great when your first filter is how it looks.,3,-1,5,0,3,Well designed,AppStore_Random,26,easy to find what want narrow search photo gallery feature great when first filter how looks,easy to find what you want and narrow the search the photo gallery feat is gre when yo first filt is how it looks
3130,Great,3,-1,5,0,3,Great,AppStore_Random,1,great,gre
3131,I have used this for over a year and have never been disappointed. The sound quality is excellent on the iPhone.,2,-2,5,3,-2,Excellent scanner,AppStore_Random,23,have used this for over year have never been disappointed sound quality excellent iphone,i hav us thi for ov a year and hav nev been disappointed the sound qual is excel on the iphone
3132,"Good app.  Gets me to the info I want quickly, and auto adjusts times to my time zone (many apps don't)",2,-1,5,0,2,Solid,AppStore_Random,26,"good app gets to info want quickly, auto adjusts times to time zone (many apps dont)","good app get me to the info i want quickly, and auto adjust tim to my tim zon (many ap dont)"
3133,I love this app nothing better for the NASCAR fan!,3,-1,5,0,3,Not one problem with this app,AppStore_Random,11,love this app nothing better for nascar fan!,i lov thi ap noth bet for the nasc fan!
3134,///Update///,1,-1,5,11,-1,Now with in-app stats!,AppStore_Random,288,"update 149 rounds recorded iphone 3gs battery 70-80% left after rounds still no side game tracking but notes feature works somewhat for that finally fivesomes! sixsomes! best app for golf! 17 rounds under belt with this app now still very happy new in-app stats (v13) blew away! still waiting for side games (skins, etc) im confused why so many golfers leave phone entire round? pull mine as im walking to ball, usually while im 20-30 yards away, get positive satellite lock by time im standing over ball, read yardage put phone back to sleep after putting whip out, score entire foursome (takes about 15 seconds total) then put back to sleep consistently have 80-85% battery life after round complete once get side gamesbetting included future update will be even more of cheerleader for this app!  used golfshot for last 6 rounds will continue to use forever! its accurate, easy to use, being able to email scorecard to buddies review actual stats for perks didnt know wanted, but now cant live without! ended being cheaper to buy new iphone 3gs this app than skycaddie was looking at stand alone golf gps units serious trouble","update 149 round recorded iphon 3gs battery 70-80% left aft rounds stil no sid gam track but the not feat work somewh for that fin fivesomes! sixsomes! the best ap for golf! 17 round und my belt with thi ap now and stil very happy the new in-app stat (v13) blew me away! stil wait for sid gam (skins, etc) im conf why so many golf leav their phon on the entir round? i pul min out as im walk up to my ball, us whil im 20-30 yard away, i get posit satellit lock by the tim im stand ov the ball, read my yard and put the phon back to sleep aft put i whip it out, scor the entir foursom (takes about 15 second total) and then put it back to sleep i consist hav 80-85% battery lif aft my round is complete ont we get sid gamesbetting includ in a fut upd i wil be ev mor of a cheerlead for thi app!  us golfshot for my last 6 round and i wil continu to us it forever! its accurate, easy to use, and being abl to email yo scorecard to yo buddy and review act stat for yourself ar perk i didnt know i wanted, but now i cant liv without! end up being cheap to buy a new iphon 3gs and thi ap than the skycaddy i was look at stand alon golf gps unit ar in sery trouble"
,,,,,,,,,,,
,149 rounds recorded. iPhone 3GS. Battery 70-80% left after rounds. Still no side game tracking but the notes feature works somewhat for that. Finally fivesomes! Sixsomes! THE BEST APP FOR GOLF!,,,,,,,,,,
,,,,,,,,,,,
,"17 rounds under my belt with this app now and still very happy. The new in-app stats (v.1.3) blew me away!  Still waiting for side games (skins, etc.). I'm confused why so many golfers leave their phone on the entire round? I pull mine out as I'm walking up to my ball, usually while I'm 20-30 yards away, I get positive satellite lock by the time I'm standing over the ball, read my yardage and put the phone back to sleep. After putting I whip it out, score the entire foursome (takes about 15 seconds total) and then put it back to sleep. I consistently have 80-85% battery life after my round is complete.",,,,,,,,,,
,,,,,,,,,,,
,Once we get side games/betting included in a future update I will be even more of a cheerleader for this app!   ,,,,,,,,,,
,////////////////////\\\\\\\\\\\\\\\\\\\\\,,,,,,,,,,
,"Used Golfshot for my last 6 rounds and I will continue to use it forever! It's accurate, easy to use, and being able to email your scorecard to your buddies and review actual stats for yourself are perks I didn't know I wanted, but now I can't live without!",,,,,,,,,,
,,,,,,,,,,,
,Ended up being cheaper to buy a new iPhone 3GS AND this app than the skycaddie I was looking at. Stand alone golf GPS units are in serious trouble.,,,,,,,,,,
3135,"I have used this App for over 8 months, and is by far, the best golf GPS for the money. I had a sky caddie before, and it was not half as good as this app. Don't waste your money on any of the annual dues GPS units, buy this app and have everything you need. ",2,-1,5,3,2,Best Golf GPS for the money,AppStore_Random,110,"have used this app for over 8 months, by far, best golf gps for money had sky caddie before, was not half as good as this app dont waste money any of annual dues gps units, buy this app have everything need have iphone 4, only uses about half battery during 4 12 to 5 12 hour round turn off wi-fi if using more battery life than that anyway, must have for all serious golfers","i hav us thi ap for ov 8 months, and is by far, the best golf gps for the money i had a sky caddy before, and it was not half as good as thi app dont wast yo money on any of the an due gps units, buy thi ap and hav every you need i hav the iphon 4, and on us about half the battery dur a 4 12 to 5 12 hour round turn off yo wi-f if it is us mor battery lif than that anyway, must hav for al sery golfers"
,,,,,,,,,,,
,"I have the iPhone 4, and only uses about half the battery during a 4 1/2 to 5 1/2 hour round. Turn off your Wi-fi if it is using more battery life than that. ",,,,,,,,,,
,,,,,,,,,,,
,"Anyway, must have for all serious golfers.",,,,,,,,,,
3136,Great app to keep track of hours. Especially if you're on salary or budgeting.,3,-1,5,0,3,Amazing,AppStore_Random,17,great app to keep track of hours especially if youre salary or budgeting,gre ap to keep track of hours espec if youre on sal or budgeting
3137,This a great tool for a rapid lab consultation.,3,-1,5,0,3,MD,AppStore_Random,10,this great tool for rapid lab consultation,thi a gre tool for a rapid lab consultation
3138,"I am a very superstitious person. I love any kind of ghost story. Short, Long, or a book. But this app has everything from short stories to long. Definitely worth the $$",3,-1,5,0,3,Awesome App!!,AppStore_Random,39,"very superstitious person love any kind of ghost story short, long, or book but this app has everything from short stories to long definitely worth $$","i am a very superst person i lov any kind of ghost story short, long, or a book but thi ap has every from short story to long definit wor the $$"
3139,I'm ten and this stuff does not scare my and I'm  10 YEARS OLD!!!!,2,-1,5,0,2,Best app EVER!!!!,AppStore_Random,20,im ten this stuff does not scare im 10 years old!!!!,im ten and thi stuff doe not scar my and im 10 year old!!!!
3140,Recently used in several European cities and it was GREAT!,3,-1,5,2,3,Outstanding!,AppStore_Random,11,recently used several european cities was great!,rec us in sev europ city and it was great!
3141,"The best news, I always check Drudge first for the rest of the story!",2,-1,5,0,2,Drudge review,AppStore_Random,16,"best news, always check drudge first for rest of story!","the best news, i alway check drudg first for the rest of the story!"
3142,"It's just getting better and better. The signature capture is a huge time saver. Ever wonder how to put your contact info from their email into your Contacts, just copy their signature into this app, it will separate into different fields and put them in your iPhone Contacts. How great!",3,-1,5,1,3,Good to share!,AppStore_Random,57,"its just getting better better signature capture huge time saver ever wonder how to put contact info from email into contacts, just copy signature into this app, will separate into different fields put iphone contacts how great!","its just get bet and better the sign capt is a hug tim saver ev wond how to put yo contact info from their email into yo contacts, just cop their sign into thi app, it wil sep into diff field and put them in yo iphon contacts how great!"
3143,Someecards are super funny! They're a great way to give someone a good laugh. Sometimes I just like to look through them because they're fun to read.,3,-1,5,1,3,Funny as hell app!,AppStore_Random,32,someecards super funny! theyre great way to give someone good laugh sometimes just like to look through because theyre fun to read,someecard ar sup funny! theyre a gre way to giv someon a good laugh sometim i just lik to look through them beca theyre fun to read
3144,Great App for Travelers. Highly recommend it!,3,-1,5,0,3,Concise and accurate,AppStore_Random,9,great app for travelers highly recommend it!,gre ap for travelers high recommend it!
3145,"A well engineered multipurpose calculator.  If the extensive template library doesn't have what you need you can easily create your own calculators without a steep learning curve. As a repeat customer since the Palm handheld days, I definitely consider this a great value.  Keep up the good work!",3,-1,5,1,3,Best calculator ever!,AppStore_Random,54,"well engineered multipurpose calculator if extensive template library doesnt have what need can easily create own calculators without steep learning curve as repeat customer since palm handheld days, definitely consider this great value keep good work!","a wel engin multipurpo calculator if the extend templ libr doesnt hav what you nee you can easy cre yo own calc without a steep learn curve as a rep custom sint the palm handheld days, i definit consid thi a gre value keep up the good work!"
3146,This app has helped me control my phones battery usage.,1,-1,5,1,-1,Good app,AppStore_Random,11,this app has helped control phones battery usage,thi ap has help me control my phon battery usage
3147,This is so cool. I love how many different frequencies there are to listen to.,3,-1,5,0,3,So cool,AppStore_Random,17,this so cool love how many different frequencies there to listen to,thi is so cool i lov how many diff frequ ther ar to list to
3148,"This app works wonders. ""Scans"" come out very clear and easy to send items. One of my most used apps!",1,-1,5,1,-1,Great app!,AppStore_Random,25,this app works wonders scans come very clear easy to send items one of most used apps!,thi ap work wonders scans com out very clear and easy to send items on of my most us apps!
3149,"I use this app for completing my required expense report. Stores pics so you can return to them, pics are super clear. I'd only wish for a two per page option as the scans come back a full page. Overall, only $2. Hell of an app.",3,-2,5,1,3,I recommend,AppStore_Random,55,"use this app for completing required expense report stores pics so can return to them, pics super clear id only wish for two per page option as scans come back full page overall, only $2 hell of app","i us thi ap for complet my requir exp report stor pic so you can return to them, pic ar sup clear id on wish for a two per pag opt as the scan com back a ful page overall, on $2 hel of an app"
3150,Best replacement app if your laptop is broken!!,2,-1,5,1,2,Awesome :D!!!!,AppStore_Random,10,best replacement app if laptop broken!!,best replac ap if yo laptop is broken!!
3151,"This is a great educational app for students, especially the movies! It provides a great visual for abstract content.",3,-1,5,0,3,Education,AppStore_Random,22,"this great educational app for students, especially movies! provides great visual for abstract content","thi is a gre educ ap for students, espec the movies! it provid a gre vis for abstract content"
3152,Since signing up I've lost 10 lbs in 2 weeks it's great,3,-1,5,1,3,Love it,AppStore_Random,14,since signing ive lost 10 lbs 2 weeks its great,sint sign up ive lost 10 lbs in 2 week its gre
3153,Really like this app. It has been soo very helpful in tracking with everything instantly accessible. It really is amazing. Having previously worked in the weight loss industry for many years. I know that this is the key to planning and losing weight. I am doing well with both.,3,-3,5,2,-3,Office manager,AppStore_Random,55,really like this app has been soo very helpful tracking with everything instantly accessible really amazing having previously worked weight loss industry for many years know that this key to planning losing weight doing well with both,real lik thi app it has been soo very help in track with every inst accessible it real is amazing hav prevy work in the weight loss industry for many years i know that thi is the key to plan and los weight i am doing wel with both
3154,Simple to use. Works flawlessly.  Loads of books to choose from.  I'm a fan.,2,-1,5,0,2,Audiobooks - well worth it.,AppStore_Random,19,simple to use works flawlessly loads of books to choose from im fan,simpl to use work flawlessly load of book to choo from im a fan
3155,"I've bee using EveryTrail.com for years - loving its ease and look for uploading my rides and embedding the maps on my blog. I used the free app for a long time, until recently on a trip I needed to find a trail and download it to use offline. Enter EveryTrail Pro. This app has practically replaced my GPS unit. I adjust the GPS settings to extend battery life and I can go on epic rides and still have power to text my buddies photos from the trail. I highly recommend it for on the fly trail mapping needs. Worth every penny.",4,-1,5,3,4,Chief Mapper at MTBikeAZ.com,AppStore_Random,111,"ive bee using everytrailcom for years - loving ease look for uploading rides embedding maps blog used free app for long time, until recently trip needed to find trail download to use offline enter everytrail pro this app has practically replaced gps unit adjust gps settings to extend battery life can go epic rides still have power to text buddies photos from trail highly recommend for fly trail mapping needs worth every penny","ive bee us everytrailcom for year - lov it ea and look for upload my rid and emb the map on my blog i us the fre ap for a long time, until rec on a trip i nee to find a trail and download it to us offline ent everytrail pro thi ap has pract replac my gps unit i adjust the gps set to extend battery lif and i can go on ep rid and stil hav pow to text my buddy photo from the trail i high recommend it for on the fly trail map needs wor every penny"
3156,Helps so much with meal planning and grocery shopping.  Cuts time off of both those activities.,1,-1,5,0,-1,Great app.,AppStore_Random,18,helps so much with meal planning grocery shopping cuts time off of both those activities,help so much with meal plan and grocery shopping cut tim off of both tho activities
3157,A must have if you like to cook.  I think it is great!  Have tried a baked chicken wing recipe and was almost like deep fried.  I'm from Buffalo NY so I know.  Like being able to save Recipes in recipe box on the app. Get this app.,4,-1,5,5,4,Frankie Sal.,AppStore_Random,55,must have if like to cook think great! have tried baked chicken wing recipe was almost like deep fried im from buffalo ny so know like being able to save recipes recipe box app get this app,a must hav if you lik to cook i think it is great! hav tri a bak chick wing recip and was almost lik deep fried im from buffalo ny so i know lik being abl to sav recip in recip box on the app get thi app
3158,Very useful. But it is difficult sometimes trying to type an essay without landscape mode. It is ridiculous how a word processing app doesnt let u type landscape.,3,-2,3,0,3,Beautiful but no landscape.,AppStore_Random,31,very useful but difficult sometimes trying to type essay without landscape mode ridiculous how word processing app doesnt let u type landscape,very useful but it is difficult sometim try to typ an essay without landscap mode it is rid how a word process ap doesnt let u typ landscape
3159,Well worth it. Great tool for review and on the spur of the moment reference.,3,-1,5,0,3,Loved it,AppStore_Random,17,well worth it great tool for review spur of moment reference,wel wor it gre tool for review and on the spur of the mom reference
3160,"I actually believe this app is totally awesome in helping me prepare for my boards. However, just as the muscle name is given in audio; I wish there was an option hearing all the muscles info in audio. For me, retaining info comes better in audio, activities, and constant quizzing.",4,-1,5,3,4,"Wanting MORE, Awesome app",AppStore_Random,58,"actually believe this app totally awesome helping prepare for boards however, just as muscle name given audio wish there was option hearing all muscles info audio for me, retaining info comes better audio, activities, constant quizzing","i act believ thi ap is tot awesom in help me prep for my boards however, just as the musc nam is giv in audio i wish ther was an opt hear al the musc info in audio for me, retain info com bet in audio, activities, and const quizzing"
3161,I was very pleased with this app.  The graphics are excellent and the interface is very easy to use and navigate through.  The quiz options and video are a great bonus feature.  I am really satisfied (especially for the price) and look forward to trying out the other systems' software.  Nice Work!,3,-1,5,3,3,Delighted,AppStore_Random,60,was very pleased with this app graphics excellent interface very easy to use navigate through quiz options video great bonus feature really satisfied (especially for price) look forward to trying other systems software nice work!,i was very plea with thi app the graph ar excel and the interfac is very easy to us and navig through the quiz opt and video ar a gre bon feature i am real satisfy (especially for the price) and look forward to try out the oth systems software nic work!
3162,"Excellent app, integrates well with Google Reader. A must-have app on all of my iDevices.",2,-1,5,0,2,Best gReader App I've Found,AppStore_Random,18,"excellent app, integrates well with google reader must-have app all of idevices","excel app, integr wel with googl reader a must-have ap on al of my idevices"
3163,Love app easy to use,3,-1,5,0,3,Mr,AppStore_Random,5,love app easy to use,lov ap easy to us
3164,Very helpful in planning trip.,1,-1,5,0,-1,Awesome ap,AppStore_Random,6,very helpful planning trip,very help in plan trip
3165,I love this app because it gives you lots of great ideas for your home.,3,-1,5,0,3,Great app!,AppStore_Random,16,love this app because gives lots of great ideas for home,i lov thi ap beca it giv you lot of gre ide for yo home
3166,A real lifesaver and eye opener for this iPad newbie.  I learned so much from this app.  Information is well written and easy to understand. Just wish my brain could retain it all for instant recall!,2,-1,5,2,2,Excellent Tool For Newbies!,AppStore_Random,40,real lifesaver eye opener for this ipad newbie learned so much from this app information well written easy to understand just wish brain could retain all for instant recall!,a real lifesav and ey op for thi ipad newbie i learn so much from thi app inform is wel writ and easy to understand just wish my brain could retain it al for inst recall!
3167,"Did not give 5 stars because have found not all campgrounds are listed.  Sure is helpful though 99.5% of time.  Have used for gas, reservations for camps, restaurant locations, low clearances.  Awesome!",3,-2,4,4,3,Great app,AppStore_Random,40,"did not give 5 stars because have found not all campgrounds listed sure helpful though 995% of time have used for gas, reservations for camps, restaurant locations, low clearances awesome!","did not giv 5 star beca hav found not al campground ar listed sur is help though 995% of time hav us for gas, reserv for camps, rest locations, low clearances awesome!"
